Name,Department,CGPA,Contact Number,College Email,B.Tech Score,Interest Area
Lori Le,CE,10,8229742929,lori38@college.edu,88,Cybersecurity
John Lewis,CE,8,9720137284,john81@college.edu,58,Data Science
Tina Fisher,ME,6,9498050974,tina98@college.edu,64,Data Science
Diana Alexander DDS,IT,6,7510686046,diana51@college.edu,98,IoT
Crystal Meyer,ME,8,9962100331,crystal42@college.edu,96,Cloud Computing
Joseph Moore,ECE,8,9722055101,joseph62@college.edu,51,Data Science
Christopher Daniel,ECE,10,9912146398,christopher67@college.edu,70,Data Science
Adam Santana,IT,10,7562807801,adam98@college.edu,70,Cybersecurity
Kathleen Stone,ME,6,6902610797,kathleen36@college.edu,52,Data Science
Jeffrey Powell,IT,9,6886008830,jeffrey72@college.edu,80,Data Science
Claudia Solomon,ECE,10,6965912825,claudia30@college.edu,66,IoT
Cory Taylor,CE,7,7899903196,cory78@college.edu,79,IoT
Lisa Powers,ME,6,6493047970,lisa50@college.edu,90,ML
Jill Gardner,ECE,7,7918046411,jill73@college.edu,55,Cloud Computing
Diana Cohen,ECE,8,6374124613,diana34@college.edu,54,ML
William Lopez,ECE,10,7370156321,william97@college.edu,93,Cloud Computing
Jonathan Goodwin,IT,10,9423993906,jonathan28@college.edu,77,IoT
Jeremy Barrett,ME,9,6455413956,jeremy27@college.edu,60,ML
Luis Meyers II,ECE,10,8264650793,luis16@college.edu,68,Cybersecurity
Krystal Craig,IT,7,7176292404,krystal16@college.edu,83,Cloud Computing
Melissa Patrick,CE,9,6214586307,melissa52@college.edu,72,AI
Eric Mayer,CSE,6,6487353133,eric20@college.edu,83,Data Science
Alexa Haas,CE,8,6967356040,alexa27@college.edu,65,IoT
Erin Kelly,IT,8,7082879999,erin59@college.edu,81,ML
April Knapp,CE,10,9649191188,april61@college.edu,51,AI
Veronica Ayala,ECE,7,6782100130,veronica36@college.edu,62,Cybersecurity
Valerie Carter,IT,8,7778147239,valerie32@college.edu,90,Data Science
Michael Johnson,CSE,8,8411690875,michael50@college.edu,79,ML
Steve Jackson,ECE,6,8687088185,steve99@college.edu,54,Cybersecurity
Cathy Lawrence,IT,7,7995009721,cathy29@college.edu,70,Cybersecurity
Joseph Robles,IT,6,7438681260,joseph79@college.edu,51,IoT
Ryan Jones,ECE,9,8640074549,ryan83@college.edu,70,Cloud Computing
Ryan Davis,CE,9,8360714754,ryan93@college.edu,95,Cloud Computing
Dominique Tran,CE,8,9749290211,dominique74@college.edu,68,IoT
Anthony Eaton,CE,6,7041251471,anthony79@college.edu,77,AI
Chelsea Hodge,CSE,9,7645006836,chelsea16@college.edu,63,Cloud Computing
David Smith,ECE,7,6185096809,david20@college.edu,71,Data Science
Michael White,ME,7,8243597354,michael84@college.edu,50,ML
Nichole Boyd,CE,7,7773941550,nichole43@college.edu,73,Cybersecurity
Matthew Williamson,CE,10,7375268900,matthew97@college.edu,93,IoT
Michael Coleman,CSE,10,9803876571,michael11@college.edu,96,Cloud Computing
Emily Mitchell,ECE,8,9857006332,emily48@college.edu,75,Cybersecurity
Dustin Hull,ME,10,6041938389,dustin91@college.edu,81,Cybersecurity
Angela Spencer,CE,9,8018898176,angela23@college.edu,73,Cloud Computing
Dean Morgan,CSE,9,6342644299,dean44@college.edu,72,ML
Christopher Moore,CE,8,6127263259,christopher97@college.edu,66,Cloud Computing
Sarah Davidson,IT,6,7742106676,sarah12@college.edu,51,ML
Darlene Johnson,CSE,7,7276462706,darlene70@college.edu,54,ML
Loretta Mitchell,IT,7,9647032798,loretta51@college.edu,83,Data Science
Steven Gutierrez,IT,9,9055604333,steven92@college.edu,68,ML
Sara Bonilla,CSE,8,6136183982,sara52@college.edu,98,Cybersecurity
Anthony Hicks,ME,6,8502220947,anthony62@college.edu,63,ML
Barbara Maynard,IT,6,8230166887,barbara84@college.edu,65,ML
Christy Thompson,IT,8,6760616020,christy47@college.edu,50,Cloud Computing
Micheal Carter,CE,8,6383091610,micheal19@college.edu,84,AI
Kevin Meyer MD,IT,10,8498508511,kevin41@college.edu,91,ML
Kevin Kelly,CSE,9,8355256700,kevin12@college.edu,69,Cloud Computing
Mrs. Alyssa Molina,CE,6,8728716136,mrs.61@college.edu,62,Cybersecurity
Candice Wright,CE,8,7079428200,candice36@college.edu,73,ML
Ruben Parker,IT,9,6396777328,ruben47@college.edu,91,AI
William Oliver,CE,8,7534924312,william98@college.edu,54,ML
Matthew Juarez,ECE,7,9772184546,matthew61@college.edu,96,Cloud Computing
Richard Murray,CSE,6,6483545369,richard97@college.edu,60,Cloud Computing
Bethany Garza,CSE,8,7599520617,bethany36@college.edu,85,Cybersecurity
Michael Alexander,ECE,6,7388615709,michael65@college.edu,65,AI
Brandon James,CE,6,6142864810,brandon47@college.edu,55,AI
Kurt Winters,ECE,7,6129728524,kurt33@college.edu,56,Data Science
Cheryl Howell,ME,10,9142054958,cheryl15@college.edu,62,Cloud Computing
Jasmine Dillon,IT,6,9494668527,jasmine41@college.edu,72,AI
Lisa Kerr,CSE,7,8627560923,lisa59@college.edu,73,ML
Laura Velazquez,CSE,7,7241665861,laura32@college.edu,89,ML
Alexander Gonzalez,IT,7,7047035801,alexander60@college.edu,62,IoT
Sandra Graham,CSE,7,6806500302,sandra56@college.edu,79,IoT
Casey Foster,CSE,10,6895642206,casey55@college.edu,78,Data Science
Eric Bond,IT,10,8312198694,eric51@college.edu,87,Cloud Computing
Bonnie Smith,IT,7,7277876215,bonnie92@college.edu,100,Cybersecurity
Sara Garcia,IT,7,7030961150,sara41@college.edu,91,ML
Courtney Mcguire,CE,8,6931279969,courtney47@college.edu,72,IoT
Samuel Hardy,IT,8,9824043354,samuel29@college.edu,57,Cybersecurity
Lisa Williams,IT,6,6756116551,lisa49@college.edu,62,Cybersecurity
Jake Key,CSE,9,8441756284,jake54@college.edu,98,AI
Debbie Reynolds,IT,7,6378774748,debbie78@college.edu,70,ML
Emily Young,CSE,10,7532908808,emily15@college.edu,77,Data Science
Mrs. Isabella Ball MD,CSE,10,6357062727,mrs.97@college.edu,67,ML
Paula Anderson,ME,8,6332926292,paula23@college.edu,72,Data Science
Amy Mccarthy,ME,10,6619843856,amy49@college.edu,51,Cloud Computing
Victoria Murphy,IT,9,9440754325,victoria13@college.edu,66,IoT
Eddie Johnson,CE,6,6500592452,eddie91@college.edu,61,AI
Samuel Freeman,CE,10,8841011694,samuel55@college.edu,89,Data Science
Monique Rodriguez,CE,7,9341467295,monique99@college.edu,96,AI
Rachel Beck,ME,7,7204714986,rachel82@college.edu,72,Data Science
Anna West,CE,10,6817585864,anna18@college.edu,73,IoT
Angela Melton,ME,10,8171034905,angela69@college.edu,54,Data Science
Kim Roach,CSE,10,9474187072,kim41@college.edu,80,Cloud Computing
Lindsay Bell,CSE,7,8528786584,lindsay50@college.edu,100,IoT
Joseph Hicks,IT,7,8823965648,joseph70@college.edu,100,ML
James Hall,ME,8,7946227716,james27@college.edu,55,IoT
Kim Santiago,ME,7,8797569646,kim46@college.edu,56,Cybersecurity
Lisa Hammond,ME,8,6165768412,lisa41@college.edu,78,ML
Kathleen Dixon,CSE,8,7398993242,kathleen93@college.edu,57,IoT
Melanie Lawrence,CSE,7,7633153329,melanie39@college.edu,100,AI
Patrick Adams,CE,9,6460646979,patrick22@college.edu,89,AI
Kristen Moore,CE,8,9001569850,kristen65@college.edu,93,Cybersecurity
Daniel Hinton,CSE,6,9063051814,daniel81@college.edu,67,Cybersecurity
Kimberly Le,CSE,9,8857173773,kimberly52@college.edu,64,ML
Cynthia Walls,CE,7,9435591022,cynthia38@college.edu,68,Cybersecurity
Robert Rodriguez,ECE,10,9643887450,robert66@college.edu,70,Cloud Computing
Ralph Mclaughlin,CE,9,8864899182,ralph85@college.edu,84,IoT
Patrick Bishop,CSE,7,9396028623,patrick80@college.edu,81,IoT
Dustin Hunter,CE,8,7196863830,dustin52@college.edu,53,ML
Crystal Collins,ME,7,7799769391,crystal10@college.edu,91,AI
Mr. Spencer Colon,IT,8,6955125066,mr.64@college.edu,88,IoT
Tony Anderson,CE,7,7515103410,tony82@college.edu,96,ML
Sydney Bishop,IT,7,9338611653,sydney62@college.edu,56,ML
Timothy Robinson,ME,10,7084745665,timothy42@college.edu,97,Data Science
Robert Conway,ECE,9,8232695199,robert42@college.edu,81,IoT
Andrea Wright,IT,9,9481669374,andrea30@college.edu,84,Cloud Computing
Ashley Kennedy,ECE,7,6182367391,ashley44@college.edu,76,Data Science
Michael Davis,IT,6,8951188896,michael46@college.edu,60,Data Science
Nicole Higgins,CE,9,9100707403,nicole61@college.edu,95,AI
Brandon Myers,IT,8,8498655590,brandon71@college.edu,62,Cybersecurity
Kristen Payne,CE,10,7540863033,kristen78@college.edu,77,Data Science
Tara Phillips,ECE,6,6375753310,tara30@college.edu,58,Cybersecurity
Jim Wilson,CE,9,9312803490,jim38@college.edu,77,Cybersecurity
Terrance Mendoza,CSE,7,7441383763,terrance58@college.edu,87,Data Science
David Yang,CE,8,8168978643,david39@college.edu,52,Cybersecurity
Juan Strickland,CSE,8,8449977609,juan10@college.edu,84,Data Science
Anthony Berg,CSE,10,8313150543,anthony54@college.edu,51,Data Science
Renee Vaughan,ME,9,8385444827,renee27@college.edu,65,ML
Catherine Smith,ECE,9,9598352192,catherine45@college.edu,66,ML
Cory Chambers,CSE,8,8708365108,cory70@college.edu,67,AI
Matthew Pacheco,ME,8,9513925466,matthew11@college.edu,53,Cloud Computing
Dustin Powers,ECE,10,7566956226,dustin32@college.edu,96,AI
Ian Douglas,ECE,6,7138625711,ian74@college.edu,67,AI
Sharon Bean,CE,9,7552550176,sharon86@college.edu,69,Cloud Computing
Tracy Davis,CSE,7,7977051947,tracy13@college.edu,92,IoT
Jeffrey Chang,IT,8,8442872703,jeffrey46@college.edu,51,AI
Robert Little,ECE,9,6789367418,robert86@college.edu,52,Data Science
Mary Gibson,ME,9,9131859494,mary62@college.edu,92,IoT
John Rodriguez,CE,6,9033994657,john69@college.edu,77,AI
Jennifer Lynch,IT,9,6007131233,jennifer48@college.edu,78,Cloud Computing
Richard Jones,ECE,7,6633999583,richard14@college.edu,79,Cybersecurity
Teresa Blackwell,CSE,7,8548060536,teresa20@college.edu,56,Cloud Computing
Emily Howard,CE,8,7334147800,emily65@college.edu,54,IoT
Allison Andrews,CE,9,7711450920,allison10@college.edu,59,ML
James Chavez,CE,10,7195267323,james46@college.edu,55,IoT
Julie Mayer,IT,10,8470327650,julie43@college.edu,64,Cloud Computing
Robert Garcia,CSE,9,9242289679,robert42@college.edu,67,IoT
Michael Terry,ECE,9,6024310052,michael67@college.edu,100,Cloud Computing
Bryan Oneill,ME,9,7095290411,bryan60@college.edu,100,IoT
Brooke Howell,CSE,6,7653019478,brooke66@college.edu,99,AI
Amanda Leon,CE,6,9548969026,amanda26@college.edu,89,Cybersecurity
Michael Powers,IT,6,6872763986,michael30@college.edu,70,AI
Olivia Rodriguez,CSE,9,6910440714,olivia98@college.edu,74,AI
Raymond Cole,CSE,9,6557618825,raymond77@college.edu,85,Cybersecurity
Derek Garcia,ME,9,9792849596,derek58@college.edu,84,Cloud Computing
William Williams,CE,6,9090031130,william43@college.edu,87,Cloud Computing
Albert Franco,ME,10,8742415790,albert54@college.edu,54,Data Science
Patricia Gilbert,CE,10,6636987133,patricia64@college.edu,94,Data Science
Jeffrey Clements,IT,10,6364090604,jeffrey85@college.edu,79,IoT
Mr. Dean Castro,IT,7,6682541020,mr.44@college.edu,67,Data Science
John Perez,ME,10,6824331914,john93@college.edu,94,AI
Antonio Reed,ME,10,9912401018,antonio89@college.edu,71,Cybersecurity
Nicholas Beard,ECE,10,7140961153,nicholas87@college.edu,50,Data Science
Veronica Mullins,ME,9,8260107570,veronica65@college.edu,90,Cloud Computing
Mrs. Helen Wong,CE,10,7446202831,mrs.10@college.edu,74,IoT
Jeremiah Jackson,ME,10,8819346819,jeremiah51@college.edu,75,Data Science
Michael Sparks,CSE,7,9660523088,michael34@college.edu,66,Cloud Computing
Angela Martinez,CE,8,8769947140,angela49@college.edu,87,Cloud Computing
Cassidy Holden,ME,6,8254027167,cassidy77@college.edu,62,Cloud Computing
Dr. Jacqueline Olson,ECE,7,8043691765,dr.94@college.edu,62,Data Science
Eric Oneal,CE,6,9796878788,eric16@college.edu,82,IoT
Joseph Roberts,ECE,7,7644024038,joseph23@college.edu,90,Cloud Computing
Sonya Lee,CSE,7,6473799407,sonya16@college.edu,61,Cybersecurity
Karen Peterson,ECE,8,9817446734,karen96@college.edu,66,IoT
Timothy Clark,ME,6,8588215823,timothy81@college.edu,60,Cybersecurity
Tiffany Morgan,CE,9,7115886214,tiffany17@college.edu,92,Data Science
Terri Silva,IT,10,7672690146,terri74@college.edu,60,IoT
Allison Smith,CE,8,6615046920,allison42@college.edu,57,Data Science
Maria Clark,IT,8,7057568884,maria43@college.edu,69,IoT
Daniel Hart,ME,9,6587273036,daniel23@college.edu,86,Cybersecurity
Steven Tate,ME,9,7977091448,steven54@college.edu,88,Data Science
Veronica Clark,ME,6,7091107715,veronica97@college.edu,90,IoT
Annette Jimenez,ME,9,7926785831,annette66@college.edu,51,Cloud Computing
Angela Hawkins,IT,6,7663425193,angela77@college.edu,60,Data Science
Nathan Gutierrez,CSE,9,7615472401,nathan54@college.edu,75,Cloud Computing
Albert Turner,ECE,10,6763552763,albert59@college.edu,86,Data Science
Erin Hayes,ME,9,6793311681,erin23@college.edu,90,Cybersecurity
David Rice,ME,10,8809925352,david48@college.edu,52,AI
Brittany Scott,ECE,10,8406903569,brittany85@college.edu,54,Cybersecurity
Lindsay Herrera,IT,6,9880405809,lindsay14@college.edu,100,Data Science
Gabriel Martinez,ME,10,6209672404,gabriel89@college.edu,53,Cybersecurity
Ashley Collins,IT,7,8274073814,ashley49@college.edu,51,Cybersecurity
Peter Grimes,ME,6,8395929967,peter96@college.edu,53,IoT
Allen Bishop,CE,10,9030678183,allen68@college.edu,94,Data Science
Brittany Armstrong,CSE,6,8513321785,brittany52@college.edu,71,Cybersecurity
Hailey Gomez,CE,10,9339527576,hailey65@college.edu,75,Cloud Computing
Roger Browning,CSE,10,7908874352,roger68@college.edu,61,ML
John Fitzgerald,ME,6,7922900147,john36@college.edu,95,Data Science
Sharon Shaw,CE,7,8730249998,sharon35@college.edu,59,IoT
Justin Riddle,ME,7,8569589322,justin16@college.edu,88,Cybersecurity
Jerry Shah,ECE,10,8258041682,jerry85@college.edu,100,Data Science
Jenny Robinson,IT,6,8112064381,jenny25@college.edu,57,ML
Erin Valdez,IT,10,9868565335,erin75@college.edu,58,Data Science
Jennifer Roberts,CSE,9,8909242857,jennifer48@college.edu,69,ML
Lorraine Simpson,ECE,8,7161660264,lorraine46@college.edu,60,Cloud Computing
Christian Bell,CE,6,9125430112,christian92@college.edu,71,IoT
Leslie Rush,IT,9,6364847066,leslie87@college.edu,77,IoT
Todd Tyler,CSE,9,8944636639,todd25@college.edu,74,IoT
Christina Howard,CE,9,6426965985,christina33@college.edu,83,AI
Michael Johnson,ECE,9,7583762997,michael15@college.edu,97,AI
David Smith,ECE,9,6342660039,david75@college.edu,86,Cybersecurity
David Heath,ME,7,8767937994,david68@college.edu,93,Cloud Computing
Edward Scott,CE,8,8237973516,edward16@college.edu,94,Data Science
Paul Thompson,CSE,7,7685221988,paul24@college.edu,100,IoT
Carlos Hayes,ME,10,8905796484,carlos15@college.edu,94,ML
Brandon Greer,ME,10,6450016473,brandon10@college.edu,87,AI
Frank White,ME,6,9234840390,frank94@college.edu,57,Data Science
Charles Watson,CSE,10,8555868250,charles83@college.edu,78,Data Science
Dana Richards,CSE,8,8914529311,dana35@college.edu,80,AI
Amanda Martinez,CSE,7,9621542456,amanda98@college.edu,80,AI
Jennifer Cummings,ECE,7,8845984551,jennifer47@college.edu,93,IoT
Caleb Patterson,ME,9,6953236763,caleb62@college.edu,78,Data Science
Matthew Fowler,CSE,10,6791479606,matthew92@college.edu,65,IoT
Terry Hoover,CE,9,6040408083,terry36@college.edu,93,Data Science
Jose Roman,ECE,6,7981880304,jose27@college.edu,66,ML
Michael Porter,ECE,9,9195918670,michael44@college.edu,88,Data Science
Richard Anderson,CE,8,9113720340,richard48@college.edu,93,Cloud Computing
Reginald Ramsey,ME,7,9205658048,reginald46@college.edu,91,Cybersecurity
Kathy Morgan,ME,10,6224574156,kathy33@college.edu,52,Cybersecurity
Melissa Rogers,CE,8,6312095952,melissa45@college.edu,81,AI
Jacob Hernandez,CSE,7,9166697654,jacob94@college.edu,78,Data Science
Patty May,CE,8,6872623634,patty68@college.edu,65,ML
Brendan Harrington,CE,10,7907513952,brendan71@college.edu,59,Cloud Computing
Whitney Reyes,ME,7,6519162296,whitney44@college.edu,93,Data Science
Lisa Clarke,ECE,9,8704077600,lisa59@college.edu,91,Data Science
Tracy Gardner,ECE,9,8986174837,tracy14@college.edu,94,IoT
Chad Chapman,CE,8,7622987674,chad44@college.edu,67,Cloud Computing
Victoria Daniels,ECE,10,7423821703,victoria49@college.edu,80,AI
James Mccarthy,ECE,8,7134831253,james18@college.edu,53,Cybersecurity
Tracey Nelson,CE,8,8025353982,tracey42@college.edu,83,Cloud Computing
Elaine Pope,ECE,9,7137182431,elaine55@college.edu,98,Data Science
Emily Wilson,CE,8,7783266611,emily78@college.edu,87,Data Science
Tracey Nguyen,CSE,7,8061901118,tracey68@college.edu,72,Data Science
Elizabeth Russell,ECE,6,7368049564,elizabeth19@college.edu,81,IoT
Steven Richardson,ECE,7,7723434400,steven18@college.edu,55,AI
Raymond Allen,ME,10,9413758946,raymond96@college.edu,74,ML
Gabriel Carey,ECE,10,9064982922,gabriel57@college.edu,78,IoT
Bradley Adams,IT,9,9838558823,bradley90@college.edu,66,Cloud Computing
Connie Vazquez,ECE,7,7500040976,connie24@college.edu,77,IoT
Lori Baldwin,CSE,6,9114027665,lori14@college.edu,79,Data Science
John Krueger,ME,7,6686791997,john79@college.edu,91,ML
Brandon George,CE,9,9367613152,brandon12@college.edu,66,IoT
Richard Lewis,ME,9,6415398861,richard15@college.edu,80,ML
Karen Adams,ECE,7,6383396244,karen45@college.edu,87,IoT
Tiffany Giles,IT,10,8517771808,tiffany55@college.edu,62,Cybersecurity
Dr. Amanda Thomas,ME,6,8371856523,dr.98@college.edu,99,Cybersecurity
Alexis Chen,IT,10,6158874001,alexis64@college.edu,61,Cloud Computing
Megan Jones,ME,10,6105924744,megan97@college.edu,71,Cloud Computing
Scott Sullivan,ECE,9,9553036306,scott79@college.edu,93,Cybersecurity
Gregory Jones,ECE,6,8622252146,gregory36@college.edu,64,IoT
Julia Mendez,IT,8,8523904994,julia25@college.edu,66,Cloud Computing
Vanessa Maldonado,CSE,8,9520454624,vanessa49@college.edu,52,Data Science
Michelle Smith,ME,9,9246805575,michelle88@college.edu,82,ML
Erika Smith,ECE,6,8001870184,erika83@college.edu,55,IoT
Donald Mccall,CE,9,6725930724,donald29@college.edu,53,Data Science
Jonathan Jimenez,IT,6,8961548080,jonathan91@college.edu,86,AI
Andrea Randall,CSE,8,8309620230,andrea44@college.edu,83,Data Science
Sara Jackson,IT,6,8138466266,sara42@college.edu,92,Data Science
Melissa Johnson,ME,6,6576648186,melissa33@college.edu,56,ML
Mary King,ME,8,7636832302,mary70@college.edu,85,ML
Whitney Nguyen,ME,10,9882347727,whitney84@college.edu,78,ML
Mark Rodriguez,CSE,9,6627676616,mark99@college.edu,82,Data Science
Stacey Morse MD,CE,6,6999441395,stacey27@college.edu,93,Cybersecurity
Jordan Montoya,CE,8,8328314681,jordan50@college.edu,80,AI
Annette Jenkins,ECE,10,9298287797,annette19@college.edu,61,Data Science
Susan Chavez,IT,7,6037750230,susan34@college.edu,67,IoT
Ashley Wilson,ECE,8,8124960562,ashley10@college.edu,73,Data Science
Ronald Krueger,IT,8,6562138898,ronald57@college.edu,81,ML
Jeffrey Lambert,ECE,9,8539378660,jeffrey95@college.edu,93,IoT
Joshua Horton,ME,8,9931383952,joshua78@college.edu,73,Cloud Computing
Christina Rosales,ME,7,7705924287,christina97@college.edu,50,ML
Susan Schmidt,ME,6,8234114627,susan99@college.edu,86,AI
Catherine Rose,ME,6,8830367775,catherine61@college.edu,67,AI
Melissa Wilson,ECE,7,9997922941,melissa92@college.edu,86,AI
Jay Mccarthy,ECE,8,9648383133,jay13@college.edu,63,Data Science
Stefanie Scott,IT,8,9922198234,stefanie45@college.edu,94,ML
Jennifer Stewart,IT,10,9491418671,jennifer56@college.edu,75,IoT
Veronica Jones,CSE,10,6758954066,veronica98@college.edu,84,ML
Angela Fitzgerald,CE,9,8022372298,angela39@college.edu,88,Cloud Computing
Scott Torres,ME,7,9851635324,scott39@college.edu,91,Data Science
Anna Hill,IT,9,7180154004,anna71@college.edu,58,Cybersecurity
Kimberly Garcia,IT,8,9229933097,kimberly61@college.edu,62,Cybersecurity
Benjamin Lopez,ECE,10,9602227108,benjamin34@college.edu,92,Cybersecurity
Angel Wolf,ECE,6,6569251127,angel76@college.edu,83,Data Science
Sonya Cooke,CSE,9,6686848006,sonya67@college.edu,69,AI
Anne Daniels,CSE,9,8186901734,anne90@college.edu,55,Data Science
George Hendricks,CSE,10,8862861715,george30@college.edu,72,Cybersecurity
Brenda Stephenson,ECE,8,8669684376,brenda58@college.edu,82,Data Science
Kenneth Carroll,ECE,10,7535438466,kenneth56@college.edu,100,Cloud Computing
Holly Ford,CSE,9,6428551738,holly95@college.edu,72,Data Science
Elijah Love,CSE,6,9768947087,elijah20@college.edu,95,ML
